"목록 버전","목록 성격","탐색 조건","ID","분류","검토 항목","관련 업종 예시","작업 조건","인원별 우선 검토 구간","적용 확인 조건","확인 질문","증빙 예시","조사 위치","공식 원문","확인한 출처 경로","출처 확인 범위","출처 확인일","검토 상태","검토자","검토일","검토 의견"
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-068","사고·기록","산업재해 보고·조사·재발방지","전 업종 공통 검토 후보","","인원만으로 제외하지 않음","발생·인지 시각·피해·고용관계·실제 장소·법령별 보고 요건 확인.","산안법 보고·중대재해 보고와 다른 기관 절차를 구분했는가?
제출본·접수증·조사·재발방지 이력을 별도로 남겼는가?","확인된 사고 사실 기록
법령별 제출·접수·개선 자료","법 제54조·제57조 및 시행규칙 조사. 보고 기한·서식 미확정.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행규칙
https://www.law.go.kr/법령/중대재해처벌등에관한법률","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801
https://moel.go.kr/news/enews/explain/enewsView.do?news_seq=16128","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.
중대재해 처벌 등에 관한 법률: 발췌 확인 · 고용노동부의 5~50명 미만 확대 적용 설명 확인. 법령별 산정·책임·중대시민재해와 시행령 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행규칙: 2026-09-15
중대재해 처벌 등에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-069","사고·기록","선임·교육·점검 증빙과 보존","전 업종 공통 검토 후보","","인원만으로 제외하지 않음","문서 종류·법적 근거·기산점·개인정보·분쟁 보존을 구분.","원본·정정·새 버전과 실제 수행자를 확인할 수 있는가?
초안·수행·검토·승인·제출·기관 접수가 분리되어 있는가?","문서·버전·행위 이력
자료별 보존 근거표","자료 종류별 보존 조항 조사 대기. 일괄 보존연수 없음.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-070","사고·기록","반복 점검·교육과 미완료 후속조치","전 업종 공통 검토 후보","","인원만으로 제외하지 않음","법정 주기·계약 검토 주기·자체 관리 주기를 구분.","다음 회차를 새 업무로 만들고 지난 실적을 자동 승계하지 않는가?
미확인·미조치·검토대기 항목의 담당과 다음 행동이 있는가?","일정·회차별 수행 기록
보완·재검토 이력","주기별 원문 검토 대기. 자체 관리 절차 제안.","https://www.law.go.kr/법령/산업안전보건법시행규칙
https://www.law.go.kr/행정규칙/사업장위험성평가에관한지침","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801
https://www.law.go.kr/LSW/admRulInfoP.do?admRulSeq=2100000251014&chrClsCd=010202&lsId=2052906","산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.
사업장 위험성평가에 관한 지침: 발췌 확인 · 평가 방법·기록 관련 발췌 확인. 현행 시행본·최초/정기/수시/상시평가 조건 대조 대기.","산업안전보건법 시행규칙: 2026-09-15
사업장 위험성평가에 관한 지침: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-071","기본·관리체계","공정안전보고서·변경·자체감사","제조·가공 · 전기·가스·열 공급 · 수도·하수·폐기물·재생","화학물질 · 화기·가스","인원만으로 제외하지 않음","업종·유해위험물질 종류·규정량·설비·적용 예외를 확인.","대상 공정·제출·심사·확인 조건을 검토했는가?
변경관리·교육·자체감사·비상조치의 실제 이력이 있는가?","물질·수량·공정 자료
보고서·심사·이행 기록","공정안전보고서 관련 조문·하위 규정 조사 대기. 규정량 미확정.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행령","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행령: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-072","작업·점검","석면조사·해체·제거","건설·철거·설치 · 시설관리·유지보수·청소·경비 · 제조·가공 · 공공행정·공공서비스 · 교육·연구","화학물질","인원만으로 제외하지 않음","철거·해체·보수 대상의 건축물·설비·자재·규모 확인.","사전 조사와 기관 조사·해체제거 업체 대상 여부를 구분했는가?
노출 방지·작업자 교육·신고·측정·처리 절차를 검토했는가?","조사 결과·작업계획
작업·신고·측정 자료","석면 관련 조항 및 석면안전관리법·폐기물 관련 법령 추가 조사 대기","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건법: 2026-09-15
산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-073","교육·훈련","유해·위험작업 자격·취업 제한","전 업종 공통 검토 후보","기계·정비 · 차량·하역 · 전기 · 고소·추락","인원만으로 제외하지 않음","작업 종류·장비 규격·자격·경험·기능습득 과정 등의 조건 확인.","교육 이수와 해당 작업의 자격·면허 요건을 구분했는가?
작업자별 허용 업무·유효기간·증빙을 확인했는가?","작업·자격 대조표
면허·교육·배치 자료","유해·위험작업의 취업 제한에 관한 규칙 및 개별 장비법 조사 대기","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행령","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행령: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-074","교육·훈련","특수형태근로종사자·배달 등 안전교육","운수·창고·배달 · 건설·철거·설치 · 사무·IT·금융·전문서비스 · 도소매·편의점 · 음식점·급식","차량·하역 · 도급·혼재작업","0명","직종·노무제공 관계·산안법상 대상 정의·별도 안전교육 범위 확인.","근로자 교육과 별도 보호·교육 대상을 구분했는가?
노무를 제공받는 자의 역할과 작업 위험 안내를 확인했는가?","계약·직종·역할 자료
교육·안전조치 기록","법 제77~78조 및 하위 규정의 직종·교육 범위 조사","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행령
https://www.law.go.kr/법령/산업안전보건법시행규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.
산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행령: 2026-09-15
산업안전보건법 시행규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-075","교육·훈련","직장 내 성희롱 예방교육","전 업종 공통 검토 후보","","1~4명 · 5~9명","안전보건교육 외 연관 교육. 사업장 규모·구성·교육 방법 특례 확인.","사업주·근로자 대상과 교육내용·방법을 확인했는가?
실제 교육·자료 열람·신고 및 보호 절차를 확인했는가?","교육 내용·실시 자료
게시·신고 절차","제13조 및 시행령 조사. 소규모 교육방법 특례를 의무 면제로 처리하지 않음.","https://www.law.go.kr/법령/남녀고용평등과일ㆍ가정양립지원에관한법률","https://www.law.go.kr/lsLinkCommonInfo.do?lsJoLnkSeq=1029335959","남녀고용평등과 일·가정 양립 지원에 관한 법률: 발췌 확인 · 제13조 성희롱 예방 교육 발췌 확인. 규모·구성별 방법·특례·현행 조건 대조 대기.","남녀고용평등과 일·가정 양립 지원에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-076","교육·훈련","직장 내 장애인 인식개선 교육","전 업종 공통 검토 후보","","1~4명 · 5~9명 · 20~49명 · 50~99명","안전보건교육 외 연관 교육. 대상·규모별 방법·강사 요건을 확인.","근로자 수·사업 특성에 따른 교육 방법을 대조했는가?
다른 법령의 장애 인식개선교육과 대상·인정 범위를 구분했는가?","교육 대상·자료
실시·참석 근거","제5조의2 및 하위 규정 조사. 교육시간·방법 확정 전.","https://www.law.go.kr/법령/장애인고용촉진및직업재활법","https://www.law.go.kr/lsLinkCommonInfo.do?lsJoLnkSeq=1033122843","장애인고용촉진 및 직업재활법: 발췌 확인 · 제5조의2 교육 관련 발췌 확인. 규모별 교육방법·내용·강사 요건·다른 인식개선교육과의 관계 대조 대기.","장애인고용촉진 및 직업재활법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-077","교육·훈련","퇴직연금 가입자 교육","전 업종 공통 검토 후보","","인원만으로 제외하지 않음","안전보건교육 외 연관 교육. 퇴직연금 도입 여부·제도 유형·가입자를 확인.","퇴직금만 운영하는 경우와 퇴직연금 가입자를 구분했는가?
가입자 교육 내용·방법·위탁 실시 근거를 확인했는가?","제도·가입 대상 정보
교육·위탁 실시 자료","법 제32조 및 시행령 교육 관련 규정의 현행본 대조 대기","https://www.law.go.kr/법령/근로자퇴직급여보장법","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=222701","근로자퇴직급여 보장법: 발췌 확인 · 구 시행령의 퇴직연금 가입자 교육 방법 발췌 확인. 현행 법·시행령과 제도별 대상·방법은 대조 대기.","근로자퇴직급여 보장법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-078","교육·훈련","개인정보취급자 보호 교육","전 업종 공통 검토 후보","","인원만으로 제외하지 않음","안전보건교육 외 연관 교육. 실제 개인정보취급자·취급 업무·권한을 확인.","취급자·관리책임·자료별 접근권한을 확인했는가?
유출 예방·권한 회수·민감자료 처리 교육을 확인했는가?","취급 업무·권한 목록
교육·점검 기록","제28조 및 안전성 확보조치 관련 규정 조사. 전 직원 일률 시간으로 단정하지 않음.","https://www.law.go.kr/법령/개인정보보호법","https://www.law.go.kr/LSW/lsInfoP.do?efYd=20250313&lsiSeq=248613&urlMode=lsInfoP","개인정보 보호법: 발췌 확인 · 개인정보취급자 교육 관련 발췌 확인. 모든 근로자 대상 일률 교육시간으로 확정하지 않음. 현행 원문 대조 대기.","개인정보 보호법: 2026-09-15","적용 여부·전문 검토 대기","","",""
